Gyr, 49.139, 0.01, 0.05, 0.06
Acc, 49.148, -5.98, -3.93, -7.95
Gyr, 49.152, 0.01, 0.05, 0.06
Gyr, 49.164, -0.00, 0.05, 0.05
Acc, 49.170, -6.27, -3.92, -8.27
Gyr, 49.178, 0.01, 0.06, 0.05
Gyr, 49.191, 0.01, 0.06, 0.05
Acc, 49.196, -5.83, -3.76, -8.16
Gyr, 49.199, -0.02, 0.06, 0.05
Gyr, 49.203, -0.04, 0.07, 0.05
Acc, 49.206, -5.85, -3.77, -7.84
Gyr, 49.210, -0.03, 0.08, 0.05
Gyr, 49.217, -0.02, 0.08, 0.05
Gyr, 49.225, -0.02, 0.08, 0.05
Acc, 49.230, -5.70, -4.06, -7.73
Gyr, 49.232, -0.02, 0.08, 0.04
Gyr, 49.244, -0.00, 0.08, 0.04
Acc, 49.249, -5.84, -3.85, -7.95
Gyr, 49.252, 0.01, 0.08, 0.04
Gyr, 49.262, 0.00, 0.08, 0.03
Acc, 49.275, -5.68, -3.93, -8.06
Gyr, 49.283, -0.00, 0.07, 0.03
Gyr, 49.287, -0.01, 0.06, 0.03
Acc, 49.293, -5.68, -3.93, -8.06
Gyr, 49.314, -0.03, 0.06, 0.03
Gyr, 49.320, -0.03, 0.06, 0.03
Acc, 49.324, -5.77, -3.83, -8.09
Gyr, 49.330, -0.02, 0.07, 0.03
Gyr, 49.334, -0.02, 0.06, 0.03
Acc, 49.341, -5.84, -3.85, -8.18
Gyr, 49.348, -0.01, 0.05, 0.02
Gyr, 49.352, -0.00, 0.05, 0.01
Acc, 49.356, -6.03, -3.93, -8.61
Gyr, 49.360, 0.01, 0.05, 0.00
Gyr, 49.378, 0.03, 0.04, 0.00
Acc, 49.386, -6.03, -3.93, -8.61
Gyr, 49.391, 0.05, 0.04, -0.00
Gyr, 49.402, 0.07, 0.03, -0.01
Acc, 49.414, -6.03, -3.93, -8.61
Gyr, 49.419, 0.09, 0.04, -0.02
Gyr, 49.422, 0.13, 0.04, -0.03
Acc, 49.426, -5.87, -3.74, -8.39
Gyr, 49.430, 0.17, 0.04, -0.04
Gyr, 49.433, 0.21, 0.05, -0.05
Acc, 49.436, -5.72, -3.86, -8.06
Gyr, 49.439, 0.20, 0.05, -0.05
Gyr, 49.442, 0.14, 0.05, -0.06
Acc, 49.448, -5.37, -3.40, -7.63
Gyr, 49.455, 0.09, 0.06, -0.07
Gyr, 49.458, 0.04, 0.08, -0.07
Acc, 49.465, -5.37, -3.40, -7.63
Gyr, 49.474, -0.03, 0.09, -0.08
Gyr, 49.480, -0.09, 0.12, -0.08
Acc, 49.496, -5.17, -3.68, -7.42
Gyr, 49.507, -0.13, 0.17, -0.08
Gyr, 49.511, -0.13, 0.25, -0.09
Acc, 49.515, -5.00, -3.51, -6.82
Gyr, 49.524, -0.14, 0.34, -0.09
Gyr, 49.532, -0.19, 0.42, -0.12
Acc, 49.536, -5.76, -3.47, -5.92
Gyr, 49.539, -0.28, 0.51, -0.17
Gyr, 49.541, -0.26, 0.56, -0.26
Acc, 49.555, -5.34, -2.57, -3.64
Gyr, 49.560, 0.34, 0.39, -0.29
Gyr, 49.564, 1.06, 0.42, 0.12
Acc, 49.575, -5.34, -2.57, -3.64
Gyr, 49.592, 1.35, 0.27, 0.20
Gyr, 49.598, 0.67, 0.02, 0.16
Acc, 49.602, -7.52, -7.17, -16.09
Gyr, 49.607, -0.22, -0.08, 0.17
Gyr, 49.614, -0.68, -0.12, 0.16
Acc, 49.621, -5.39, -3.03, -14.61
Gyr, 49.628, -0.79, -0.19, 0.13
Gyr, 49.632, -0.57, -0.27, 0.05
Gyr, 49.636, -0.11, -0.26, 0.02
Acc, 49.639, -8.44, -2.69, -12.11
Gyr, 49.651, 0.29, -0.22, 0.00
Acc, 49.656, -5.11, -4.05, -7.15
Gyr, 49.659, 0.43, -0.18, -0.03
Gyr, 49.661, 0.43, -0.15, -0.03
Acc, 49.670, -3.78, -2.76, -5.34
Gyr, 49.679, 0.33, -0.13, 0.02
Gyr, 49.694, 0.09, -0.15, 0.04
Acc, 49.718, -4.39, -3.09, -7.30
Gyr, 49.725, -0.13, -0.19, 0.03
Gyr, 49.729, -0.15, -0.21, 0.05
Acc, 49.732, -4.08, -3.46, -9.25
Gyr, 49.735, -0.06, -0.25, 0.07
Gyr, 49.738, 0.02, -0.31, 0.07
Acc, 49.740, -4.08, -3.46, -9.25
Gyr, 49.742, 0.08, -0.34, 0.08
Gyr, 49.745, 0.11, -0.37, 0.09
Acc, 49.748, -5.06, -3.90, -9.21
Gyr, 49.752, 0.08, -0.40, 0.09
Gyr, 49.759, 0.00, -0.41, 0.09
Gyr, 49.776, -0.07, -0.42, 0.08
Acc, 49.782, -5.06, -3.90, -9.21
Gyr, 49.786, -0.10, -0.42, 0.06
Gyr, 49.800, -0.08, -0.42, 0.05
Acc, 49.807, -5.06, -3.90, -9.21
Gyr, 49.811, -0.05, -0.42, 0.04
Gyr, 49.822, -0.01, -0.41, 0.03
Acc, 49.828, -5.06, -3.90, -9.21
Gyr, 49.832, 0.01, -0.39, 0.02
Gyr, 49.835, 0.02, -0.38, -0.01
Acc, 49.838, -6.24, -4.00, -7.86
Gyr, 49.851, -0.00, -0.36, -0.03
Gyr, 49.859, -0.02, -0.34, -0.05
Acc, 49.863, -6.33, -3.52, -6.68
Gyr, 49.868, -0.03, -0.31, -0.06
Gyr, 49.871, -0.03, -0.27, -0.06
Acc, 49.875, -6.16, -4.14, -5.53
Gyr, 49.890, -0.03, -0.25, -0.08
Gyr, 49.895, -0.03, -0.22, -0.09
Acc, 49.897, -6.16, -4.14, -5.53
Gyr, 49.902, -0.00, -0.19, -0.09
Gyr, 49.906, 0.02, -0.15, -0.08
Acc, 49.915, -6.16, -4.14, -5.53
Gyr, 49.924, 0.02, -0.12, -0.07
Gyr, 49.929, -0.01, -0.10, -0.08
Acc, 49.943, -6.16, -4.14, -5.53
Gyr, 49.954, -0.03, -0.07, -0.07
Gyr, 49.957, -0.03, -0.04, -0.07
Acc, 49.960, -6.16, -4.14, -5.53
Gyr, 49.963, -0.03, -0.03, -0.06
Gyr, 49.967, -0.03, -0.02, -0.06
Acc, 49.974, -6.31, -4.35, -6.42
Gyr, 49.985, -0.01, -0.01, -0.06
Gyr, 49.988, -0.01, -0.01, -0.05
Acc, 49.995, -5.75, -4.41, -7.13
Gyr, 50.010, -0.04, -0.01, -0.05
Gyr, 50.032, -0.07, -0.02, -0.07
Acc, 50.039, -5.88, -4.21, -7.76
Gyr, 50.052, -0.08, -0.03, -0.07
Gyr, 50.058, -0.09, -0.03, -0.07
Acc, 50.061, -5.92, -4.04, -7.76
Gyr, 50.083, -0.08, -0.04, -0.09
Gyr, 50.089, -0.05, -0.04, -0.09
Acc, 50.092, -6.25, -4.15, -8.15
Gyr, 50.095, -0.02, -0.04, -0.10
Gyr, 50.098, -0.03, -0.04, -0.09
Acc, 50.100, -6.33, -4.26, -7.86
Gyr, 50.103, -0.07, -0.04, -0.09
Gyr, 50.106, -0.11, -0.05, -0.10
Acc, 50.108, -6.43, -4.06, -8.01
Gyr, 50.111, -0.11, -0.05, -0.10
Gyr, 50.114, -0.09, -0.05, -0.11
Acc, 50.119, -6.51, -4.20, -7.98
Gyr, 50.138, -0.05, -0.05, -0.11
Gyr, 50.143, -0.01, -0.05, -0.10
Acc, 50.147, -6.41, -4.53, -7.49
Gyr, 50.150, 0.01, -0.04, -0.10
Gyr, 50.159, 0.02, -0.04, -0.10
Acc, 50.165, -6.53, -4.60, -7.46
Gyr, 50.167, 0.04, -0.04, -0.11
Gyr, 50.172, 0.05, -0.04, -0.11
Acc, 50.176, -6.48, -4.47, -7.52
Gyr, 50.183, 0.05, -0.04, -0.11
Gyr, 50.192, 0.02, -0.03, -0.10
Acc, 50.201, -6.61, -4.53, -7.42
Gyr, 50.223, -0.01, -0.03, -0.10
Gyr, 50.229, -0.04, -0.02, -0.10
Acc, 50.233, -6.50, -4.41, -7.37
Gyr, 50.236, -0.04, -0.01, -0.09
Gyr, 50.239, -0.04, -0.01, -0.09
Acc, 50.255, -6.38, -4.70, -7.11
Gyr, 50.260, -0.02, -0.00, -0.08
Gyr, 50.263, -0.02, 0.00, -0.07
Acc, 50.266, -6.34, -4.76, -7.19
Gyr, 50.269, -0.02, 0.01, -0.07
Gyr, 50.274, -0.03, 0.01, -0.07
Gyr, 50.277, -0.05, 0.02, -0.07
Acc, 50.282, -6.34, -4.76, -7.19
Gyr, 50.288, -0.06, 0.03, -0.07
Gyr, 50.293, -0.06, 0.03, -0.07
Acc, 50.297, -6.01, -4.40, -7.29
Gyr, 50.310, -0.05, 0.04, -0.08
Gyr, 50.316, -0.04, 0.05, -0.08
Acc, 50.320, -5.94, -4.48, -7.11
Gyr, 50.329, -0.02, 0.07, -0.09
Gyr, 50.337, -0.00, 0.08, -0.10
Acc, 50.340, -5.77, -4.28, -6.89
Gyr, 50.344, 0.00, 0.09, -0.11
